"ITTER107","TIPO_DATO15","SEXISTAT1","ETA1","STATCIV2","TIME","Value","Flag Codes"
"013152","JAN","9","TOTAL","99","2015",1612,
"013152","JAN","9","TOTAL","99","2016",1607,
"013152","JAN","9","TOTAL","99","2017",1610,
"013152","JAN","9","TOTAL","99","2018",1621,
"016137","JAN","9","TOTAL","99","2014",1179,
"016137","JAN","9","TOTAL","99","2015",1164,
"016137","JAN","9","TOTAL","99","2016",1150,
"016137","JAN","9","TOTAL","99","2017",1177,
"016137","JAN","9","TOTAL","99","2018",1147,
"013153","JAN","9","TOTAL","99","2014",2288,
"013153","JAN","9","TOTAL","99","2015",2311,
"013153","JAN","9","TOTAL","99","2016",2302,
"013153","JAN","9","TOTAL","99","2017",2330,
"013153","JAN","9","TOTAL","99","2018",2348,
"017109","JAN","9","TOTAL","99","2014",2510,
"017109","JAN","9","TOTAL","99","2015",2504,
"017109","JAN","9","TOTAL","99","2016",2533,
"017109","JAN","9","TOTAL","99","2017",2544,
"017109","JAN","9","TOTAL","99","2018",2575,
"017110","JAN","9","TOTAL","99","2014",560,
"017110","JAN","9","TOTAL","99","2015",555,
"017110","JAN","9","TOTAL","99","2016",555,
"017110","JAN","9","TOTAL","99","2017",544,
"017110","JAN","9","TOTAL","99","2018",540,
"014044","JAN","9","TOTAL","99","2014",3048,
"014044","JAN","9","TOTAL","99","2015",3074,
"014044","JAN","9","TOTAL","99","2016",3032,
"014044","JAN","9","TOTAL","99","2017",3062,
"014044","JAN","9","TOTAL","99","2018",3041,
"018094","JAN","9","TOTAL","99","2014",918,
"018094","JAN","9","TOTAL","99","2015",895,
"018094","JAN","9","TOTAL","99","2016",890,
"018094","JAN","9","TOTAL","99","2017",876,
"018094","JAN","9","TOTAL","99","2018",896,
"098040","JAN","9","TOTAL","99","2014",2315,
"098040","JAN","9","TOTAL","99","2015",2296,
"098040","JAN","9","TOTAL","99","2016",2291,
"098040","JAN","9","TOTAL","99","2017",2282,
"098040","JAN","9","TOTAL","99","2018",2271,
"013154","JAN","9","TOTAL","99","2014",5005,
"013154","JAN","9","TOTAL","99","2015",5030,
"013154","JAN","9","TOTAL","99","2016",5149,
"013154","JAN","9","TOTAL","99","2017",5177,
"013154","JAN","9","TOTAL","99","2018",5240,
"019058","JAN","9","TOTAL","99","2014",2344,
"019058","JAN","9","TOTAL","99","2015",2317,
"019058","JAN","9","TOTAL","99","2016",2294,
"019058","JAN","9","TOTAL","99","2017",2332,
"019058","JAN","9","TOTAL","99","2018",2329,
"017111","JAN","9","TOTAL","99","2014",1780,
"017111","JAN","9","TOTAL","99","2015",1767,
"017111","JAN","9","TOTAL","99","2016",1754,
"017111","JAN","9","TOTAL","99","2017",1744,
"017111","JAN","9","TOTAL","99","2018",1741,
"097052","JAN","9","TOTAL","99","2014",1978,
"097052","JAN","9","TOTAL","99","2015",1958,
"097052","JAN","9","TOTAL","99","2016",1947,
"097052","JAN","9","TOTAL","99","2017",1923,
"097052","JAN","9","TOTAL","99","2018",1896,
"018095","JAN","9","TOTAL","99","2014",1669,
"018095","JAN","9","TOTAL","99","2015",1645,
"018095","JAN","9","TOTAL","99","2016",1628,
"018095","JAN","9","TOTAL","99","2017",1582,
"018095","JAN","9","TOTAL","99","2018",1596,
"018096","JAN","9","TOTAL","99","2014",554,
"018096","JAN","9","TOTAL","99","2015",529,
"018096","JAN","9","TOTAL","99","2016",521,
"018096","JAN","9","TOTAL","99","2017",529,
"018096","JAN","9","TOTAL","99","2018",533,
"012103","JAN","9","TOTAL","99","2014",1487,
"012103","JAN","9","TOTAL","99","2015",1501,
"012103","JAN","9","TOTAL","99","2016",1483,
"012103","JAN","9","TOTAL","99","2017",1472,
"012103","JAN","9","TOTAL","99","2018",1478,
"018097","JAN","9","TOTAL","99","2014",400,
"018097","JAN","9","TOTAL","99","2015",397,
"018097","JAN","9","TOTAL","99","2016",404,
"018097","JAN","9","TOTAL","99","2017",406,
"018097","JAN","9","TOTAL","99","2018",427,
"018098","JAN","9","TOTAL","99","2014",295,
"018098","JAN","9","TOTAL","99","2015",299,
"018098","JAN","9","TOTAL","99","2016",298,
"018098","JAN","9","TOTAL","99","2017",296,
"018098","JAN","9","TOTAL","99","2018",285,
"097053","JAN","9","TOTAL","99","2014",2543,
"097053","JAN","9","TOTAL","99","2015",2605,
"097053","JAN","9","TOTAL","99","2016",2623,
"097053","JAN","9","TOTAL","99","2017",2636,
"097053","JAN","9","TOTAL","99","2018",2682,
"017112","JAN","9","TOTAL","99","2014",4518,
"017112","JAN","9","TOTAL","99","2015",4532,
"017112","JAN","9","TOTAL","99","2016",4516,
"017112","JAN","9","TOTAL","99","2017",4513,
"017112","JAN","9","TOTAL","99","2018",4516,
"018099","JAN","9","TOTAL","99","2014",700,
"018099","JAN","9","TOTAL","99","2015",691,
"018099","JAN","9","TOTAL","99","2016",678,
"018099","JAN","9","TOTAL","99","2017",662,
"018099","JAN","9","TOTAL","99","2018",737,
"097054","JAN","9","TOTAL","99","2014",4240,
"097054","JAN","9","TOTAL","99","2015",4264,
"097054","JAN","9","TOTAL","99","2016",4215,
"097054","JAN","9","TOTAL","99","2017",4225,
"097054","JAN","9","TOTAL","99","2018",4227,
"017113","JAN","9","TOTAL","99","2014",24815,
"017113","JAN","9","TOTAL","99","2015",24953,
"017113","JAN","9","TOTAL","99","2016",25198,
"017113","JAN","9","TOTAL","99","2017",25449,
"017113","JAN","9","TOTAL","99","2018",25714,
"017114","JAN","9","TOTAL","99","2014",5178,
"017114","JAN","9","TOTAL","99","2015",5211,
"017114","JAN","9","TOTAL","99","2016",5165,
"017114","JAN","9","TOTAL","99","2017",5131,
"017114","JAN","9","TOTAL","99","2018",5097,
"019059","JAN","9","TOTAL","99","2014",2561,
"019059","JAN","9","TOTAL","99","2015",2544,
"019059","JAN","9","TOTAL","99","2016",2542,
"019059","JAN","9","TOTAL","99","2017",2517,
"019059","JAN","9","TOTAL","99","2018",2498,
"013157","JAN","9","TOTAL","99","2014",2667,
"013157","JAN","9","TOTAL","99","2015",2635,
"013157","JAN","9","TOTAL","99","2016",2603,
"013157","JAN","9","TOTAL","99","2017",2578,
"013157","JAN","9","TOTAL","99","2018",2567,
"018100","JAN","9","TOTAL","99","2014",1730,
"018100","JAN","9","TOTAL","99","2015",1715,
"018100","JAN","9","TOTAL","99","2016",1690,
"018100","JAN","9","TOTAL","99","2017",1676,
"018100","JAN","9","TOTAL","99","2018",1641,
"012104","JAN","9","TOTAL","99","2014",1975,
"012104","JAN","9","TOTAL","99","2015",2009,
"012104","JAN","9","TOTAL","99","2016",1948,
"012104","JAN","9","TOTAL","99","2017",1931,
"012104","JAN","9","TOTAL","99","2018",1950,
"020036","JAN","9","TOTAL","99","2014",4868,
"020036","JAN","9","TOTAL","99","2015",4878,
"020036","JAN","9","TOTAL","99","2016",4863,
"020036","JAN","9","TOTAL","99","2017",4836,
"020036","JAN","9","TOTAL","99","2018",4877,
"012105","JAN","9","TOTAL","99","2014",4305,
"012105","JAN","9","TOTAL","99","2015",4269,
"012105","JAN","9","TOTAL","99","2016",4259,
"012105","JAN","9","TOTAL","99","2017",4282,
"012105","JAN","9","TOTAL","99","2018",4287,
"014045","JAN","9","TOTAL","99","2014",12185,
"014045","JAN","9","TOTAL","99","2015",12111,
"014045","JAN","9","TOTAL","99","2016",12221,
"014045","JAN","9","TOTAL","99","2017",12319,
"014045","JAN","9","TOTAL","99","2018",12407,
"016140","JAN","9","TOTAL","99","2014",2568,
"016140","JAN","9","TOTAL","99","2015",2563,
"016140","JAN","9","TOTAL","99","2016",2554,
"016140","JAN","9","TOTAL","99","2017",2529,
"016140","JAN","9","TOTAL","99","2018",2535,
"015155","JAN","9","TOTAL","99","2014",696,
"015155","JAN","9","TOTAL","99","2015",684,
"015155","JAN","9","TOTAL","99","2016",685,
"015155","JAN","9","TOTAL","99","2017",682,
"015155","JAN","9","TOTAL","99","2018",667,
"108035","JAN","9","TOTAL","99","2014",23385,
"108035","JAN","9","TOTAL","99","2015",23337,
"108035","JAN","9","TOTAL","99","2016",23292,
"108035","JAN","9","TOTAL","99","2017",23275,
"108035","JAN","9","TOTAL","99","2018",23334,
"014046","JAN","9","TOTAL","99","2014",1864,
"014046","JAN","9","TOTAL","99","2015",1868,
"014046","JAN","9","TOTAL","99","2016",1882,
"014046","JAN","9","TOTAL","99","2017",1857,
"014046","JAN","9","TOTAL","99","2018",1895,
"015157","JAN","9","TOTAL","99","2014",20165,
"015157","JAN","9","TOTAL","99","2015",20195,
"015157","JAN","9","TOTAL","99","2016",20065,
"015157","JAN","9","TOTAL","99","2017",20052,
"015157","JAN","9","TOTAL","99","2018",20003,
"013163","JAN","9","TOTAL","99","2014",2921,
"013163","JAN","9","TOTAL","99","2015",2913,
"013163","JAN","9","TOTAL","99","2016",2892,
"013163","JAN","9","TOTAL","99","2017",2918,
"013163","JAN","9","TOTAL","99","2018",2907,
"015158","JAN","9","TOTAL","99","2014",4600,
"015158","JAN","9","TOTAL","99","2015",4553,
"015158","JAN","9","TOTAL","99","2016",4560,
"015158","JAN","9","TOTAL","99","2017",4584,
"015158","JAN","9","TOTAL","99","2018",4558,
"017119","JAN","9","TOTAL","99","2014",4016,
"017119","JAN","9","TOTAL","99","2015",3986,
"017119","JAN","9","TOTAL","99","2016",3992,
"017119","JAN","9","TOTAL","99","2017",3962,
"017119","JAN","9","TOTAL","99","2018",3957,
"017120","JAN","9","TOTAL","99","2014",4627,
"017120","JAN","9","TOTAL","99","2015",4685,
"017120","JAN","9","TOTAL","99","2016",4696,
"017120","JAN","9","TOTAL","99","2017",4732,
"017120","JAN","9","TOTAL","99","2018",4748,
"017121","JAN","9","TOTAL","99","2014",2083,
"017121","JAN","9","TOTAL","99","2015",2017,
"017121","JAN","9","TOTAL","99","2016",1985,
"017121","JAN","9","TOTAL","99","2017",1971,
"017121","JAN","9","TOTAL","99","2018",1941,
"019062","JAN","9","TOTAL","99","2014",5960,
"019062","JAN","9","TOTAL","99","2015",6016,
"019062","JAN","9","TOTAL","99","2016",6048,
"019062","JAN","9","TOTAL","99","2017",6014,
"019062","JAN","9","TOTAL","99","2018",6031,
"017122","JAN","9","TOTAL","99","2014",4222,
"017122","JAN","9","TOTAL","99","2015",4176,
"017122","JAN","9","TOTAL","99","2016",4134,
"017122","JAN","9","TOTAL","99","2017",4113,
"017122","JAN","9","TOTAL","99","2018",4103,
"012107","JAN","9","TOTAL","99","2014",4292,
"012107","JAN","9","TOTAL","99","2015",4275,
"012107","JAN","9","TOTAL","99","2016",4284,
"012107","JAN","9","TOTAL","99","2017",4305,
"012107","JAN","9","TOTAL","99","2018",4337,
"097057","JAN","9","TOTAL","99","2014",8884,
"097057","JAN","9","TOTAL","99","2015",8927,
"097057","JAN","9","TOTAL","99","2016",8944,
"097057","JAN","9","TOTAL","99","2017",9032,
"097057","JAN","9","TOTAL","99","2018",9075,
"018104","JAN","9","TOTAL","99","2014",748,
"018104","JAN","9","TOTAL","99","2015",739,
"018104","JAN","9","TOTAL","99","2016",729,
"018104","JAN","9","TOTAL","99","2017",718,
"018104","JAN","9","TOTAL","99","2018",720,
"013165","JAN","9","TOTAL","99","2014",11479,
"013165","JAN","9","TOTAL","99","2015",11569,
"013165","JAN","9","TOTAL","99","2016",11597,
"013165","JAN","9","TOTAL","99","2017",11619,
"013165","JAN","9","TOTAL","99","2018",11633,
"097058","JAN","9","TOTAL","99","2014",6420,
"097058","JAN","9","TOTAL","99","2015",6376,
"097058","JAN","9","TOTAL","99","2016",6397,
"097058","JAN","9","TOTAL","99","2017",6473,
"097058","JAN","9","TOTAL","99","2018",6461,
"012108","JAN","9","TOTAL","99","2014",12346,
"012108","JAN","9","TOTAL","99","2015",12410,
"012108","JAN","9","TOTAL","99","2016",12394,
"012108","JAN","9","TOTAL","99","2017",12409,
"012108","JAN","9","TOTAL","99","2018",12444,
"097059","JAN","9","TOTAL","99","2014",7160,
"097059","JAN","9","TOTAL","99","2015",7088,
"097059","JAN","9","TOTAL","99","2016",7001,
"097059","JAN","9","TOTAL","99","2017",6991,
"097059","JAN","9","TOTAL","99","2018",7024,
"018105","JAN","9","TOTAL","99","2014",173,
"018105","JAN","9","TOTAL","99","2015",180,
"018105","JAN","9","TOTAL","99","2016",176,
"018105","JAN","9","TOTAL","99","2017",184,
"018105","JAN","9","TOTAL","99","2018",169,
"097060","JAN","9","TOTAL","99","2014",1191,
"097060","JAN","9","TOTAL","99","2015",1195,
"097060","JAN","9","TOTAL","99","2016",1225,
"097060","JAN","9","TOTAL","99","2017",1243,
"097060","JAN","9","TOTAL","99","2018",1227,
"019063","JAN","9","TOTAL","99","2014",972,
"019063","JAN","9","TOTAL","99","2015",976,
"019063","JAN","9","TOTAL","99","2016",949,
"019063","JAN","9","TOTAL","99","2017",946,
"019063","JAN","9","TOTAL","99","2018",952,
"016145","JAN","9","TOTAL","99","2014",505,
"016145","JAN","9","TOTAL","99","2015",503,
"016145","JAN","9","TOTAL","99","2016",499,
"016145","JAN","9","TOTAL","99","2017",502,
"016145","JAN","9","TOTAL","99","2018",500,
"016146","JAN","9","TOTAL","99","2014",1058,
"016146","JAN","9","TOTAL","99","2015",1032,
"016146","JAN","9","TOTAL","99","2016",1024,
"016146","JAN","9","TOTAL","99","2017",1012,
"016146","JAN","9","TOTAL","99","2018",1004,
"016147","JAN","9","TOTAL","99","2014",172,
"016147","JAN","9","TOTAL","99","2015",171,
"016147","JAN","9","TOTAL","99","2016",161,
"016147","JAN","9","TOTAL","99","2017",152,
"016147","JAN","9","TOTAL","99","2018",146,
"013169","JAN","9","TOTAL","99","2014",2345,
"013169","JAN","9","TOTAL","99","2015",2360,
"013169","JAN","9","TOTAL","99","2016",2380,
"013169","JAN","9","TOTAL","99","2017",2397,
"013169","JAN","9","TOTAL","99","2018",2397,
"017123","JAN","9","TOTAL","99","2014",3198,
"017123","JAN","9","TOTAL","99","2015",3196,
"017123","JAN","9","TOTAL","99","2016",3205,
"017123","JAN","9","TOTAL","99","2017",3182,
"017123","JAN","9","TOTAL","99","2018",3219,
"016148","JAN","9","TOTAL","99","2014",628,
"016148","JAN","9","TOTAL","99","2015",624,
"016148","JAN","9","TOTAL","99","2016",622,
"016148","JAN","9","TOTAL","99","2017",616,
"016148","JAN","9","TOTAL","99","2018",598,
"017124","JAN","9","TOTAL","99","2014",990,
"017124","JAN","9","TOTAL","99","2015",997,
"017124","JAN","9","TOTAL","99","2016",994,
"017124","JAN","9","TOTAL","99","2017",974,
"017124","JAN","9","TOTAL","99","2018",972,
"016149","JAN","9","TOTAL","99","2014",856,
"016149","JAN","9","TOTAL","99","2015",867,
"016149","JAN","9","TOTAL","99","2016",866,
"016149","JAN","9","TOTAL","99","2017",875,
"016149","JAN","9","TOTAL","99","2018",896,
"015159","JAN","9","TOTAL","99","2014",13740,
"015159","JAN","9","TOTAL","99","2015",13772,
"015159","JAN","9","TOTAL","99","2016",13748,
"015159","JAN","9","TOTAL","99","2017",13783,
"015159","JAN","9","TOTAL","99","2018",13858,
"012109","JAN","9","TOTAL","99","2014",7594,
"012109","JAN","9","TOTAL","99","2015",7693,
"012109","JAN","9","TOTAL","99","2016",7700,
"012109","JAN","9","TOTAL","99","2017",7705,
"012109","JAN","9","TOTAL","99","2018",7827,
"012110","JAN","9","TOTAL","99","2014",861,
"012110","JAN","9","TOTAL","99","2015",863,
"012110","JAN","9","TOTAL","99","2016",847,
"012110","JAN","9","TOTAL","99","2017",850,
"012110","JAN","9","TOTAL","99","2018",846,
"016150","JAN","9","TOTAL","99","2014",1750,
"016150","JAN","9","TOTAL","99","2015",1791,
"016150","JAN","9","TOTAL","99","2016",1770,
"016150","JAN","9","TOTAL","99","2017",1768,
"016150","JAN","9","TOTAL","99","2018",1734,
"098042","JAN","9","TOTAL","99","2014",2062,
"098042","JAN","9","TOTAL","99","2015",2052,
"098042","JAN","9","TOTAL","99","2016",2064,
"098042","JAN","9","TOTAL","99","2017",2080,
"098042","JAN","9","TOTAL","99","2018",2056,
"108036","JAN","9","TOTAL","99","2014",4903,
"108036","JAN","9","TOTAL","99","2015",4921,
"108036","JAN","9","TOTAL","99","2016",4931,
"108036","JAN","9","TOTAL","99","2017",4955,
"108036","JAN","9","TOTAL","99","2018",5075,
"016151","JAN","9","TOTAL","99","2014",159,
"016151","JAN","9","TOTAL","99","2015",159,
"016151","JAN","9","TOTAL","99","2016",155,
"016151","JAN","9","TOTAL","99","2017",152,
"016151","JAN","9","TOTAL","99","2018",152,
"013170","JAN","9","TOTAL","99","2014",2767,
"013170","JAN","9","TOTAL","99","2015",2776,
"013170","JAN","9","TOTAL","99","2016",2823,
"013170","JAN","9","TOTAL","99","2017",2807,
"013170","JAN","9","TOTAL","99","2018",2769,
"017125","JAN","9","TOTAL","99","2014",12669,
"017125","JAN","9","TOTAL","99","2015",12603,
"017125","JAN","9","TOTAL","99","2016",12644,
"017125","JAN","9","TOTAL","99","2017",12566,
"017125","JAN","9","TOTAL","99","2018",12419,
"017126","JAN","9","TOTAL","99","2014",2524,
"017126","JAN","9","TOTAL","99","2015",2524,
"017126","JAN","9","TOTAL","99","2016",2498,
"017126","JAN","9","TOTAL","99","2017",2477,
"017126","JAN","9","TOTAL","99","2018",2442,
"016152","JAN","9","TOTAL","99","2014",5217,
"016152","JAN","9","TOTAL","99","2015",5222,
"016152","JAN","9","TOTAL","99","2016",5235,
"016152","JAN","9","TOTAL","99","2017",5222,
"016152","JAN","9","TOTAL","99","2018",5273,
"016153","JAN","9","TOTAL","99","2014",12219,
"016153","JAN","9","TOTAL","99","2015",12290,
"016153","JAN","9","TOTAL","99","2016",12443,
"016153","JAN","9","TOTAL","99","2017",12431,
"016153","JAN","9","TOTAL","99","2018",12474,
"012111","JAN","9","TOTAL","99","2014",814,
"012111","JAN","9","TOTAL","99","2015",805,
"012111","JAN","9","TOTAL","99","2016",805,
"012111","JAN","9","TOTAL","99","2017",820,
"012111","JAN","9","TOTAL","99","2018",817,
"097061","JAN","9","TOTAL","99","2014",4863,
"097061","JAN","9","TOTAL","99","2015",4850,
"097061","JAN","9","TOTAL","99","2016",4806,
"097061","JAN","9","TOTAL","99","2017",4777,
"097061","JAN","9","TOTAL","99","2018",4783,
"098043","JAN","9","TOTAL","99","2014",1919,
"098043","JAN","9","TOTAL","99","2015",1895,
"098043","JAN","9","TOTAL","99","2016",1921,
"098043","JAN","9","TOTAL","99","2017",2033,
"098043","JAN","9","TOTAL","99","2018",1989,
"017127","JAN","9","TOTAL","99","2014",14255,
"017127","JAN","9","TOTAL","99","2015",14362,
"017127","JAN","9","TOTAL","99","2016",14509,
"017127","JAN","9","TOTAL","99","2017",14610,
"017127","JAN","9","TOTAL","99","2018",14711,
"098044","JAN","9","TOTAL","99","2014",1438,
"098044","JAN","9","TOTAL","99","2015",1453,
"098044","JAN","9","TOTAL","99","2016",1428,
"098044","JAN","9","TOTAL","99","2017",1430,
"098044","JAN","9","TOTAL","99","2018",1416,
"017128","JAN","9","TOTAL","99","2014",1461,
"017128","JAN","9","TOTAL","99","2015",1465,
"017128","JAN","9","TOTAL","99","2016",1451,
"017128","JAN","9","TOTAL","99","2017",1446,
"017128","JAN","9","TOTAL","99","2018",1440,
"015164","JAN","9","TOTAL","99","2014",4262,
"015164","JAN","9","TOTAL","99","2015",4292,
"015164","JAN","9","TOTAL","99","2016",4268,
"015164","JAN","9","TOTAL","99","2017",4288,
"015164","JAN","9","TOTAL","99","2018",4275,
"013172","JAN","9","TOTAL","99","2014",1005,
"019064","JAN","9","TOTAL","99","2014",2997,
"019064","JAN","9","TOTAL","99","2015",2990,
"019064","JAN","9","TOTAL","99","2016",2928,
"019064","JAN","9","TOTAL","99","2017",2945,
"019064","JAN","9","TOTAL","99","2018",2927,
"020038","JAN","9","TOTAL","99","2014",6932,
"020038","JAN","9","TOTAL","99","2015",6892,
"020038","JAN","9","TOTAL","99","2016",6818,
"020038","JAN","9","TOTAL","99","2017",6838,
"020038","JAN","9","TOTAL","99","2018",6741,
"018106","JAN","9","TOTAL","99","2014",1119,
"018106","JAN","9","TOTAL","99","2015",1121,
"018106","JAN","9","TOTAL","99","2016",1090,
"018106","JAN","9","TOTAL","99","2017",1104,
"018106","JAN","9","TOTAL","99","2018",1114,
"015165","JAN","9","TOTAL","99","2014",1535,
"015165","JAN","9","TOTAL","99","2015",1529,
"015165","JAN","9","TOTAL","99","2016",1495,
"015165","JAN","9","TOTAL","99","2017",1489,
"015165","JAN","9","TOTAL","99","2018",1469,
"016154","JAN","9","TOTAL","99","2014",2079,
"016154","JAN","9","TOTAL","99","2015",2083,
"016154","JAN","9","TOTAL","99","2016",2090,
"016154","JAN","9","TOTAL","99","2017",2090,
"016154","JAN","9","TOTAL","99","2018",2083,
"097063","JAN","9","TOTAL","99","2014",393,
"097063","JAN","9","TOTAL","99","2015",386,
"097063","JAN","9","TOTAL","99","2016",374,
"097063","JAN","9","TOTAL","99","2017",366,
"097063","JAN","9","TOTAL","99","2018",364,
"017131","JAN","9","TOTAL","99","2014",186,
"017131","JAN","9","TOTAL","99","2015",184,
"017131","JAN","9","TOTAL","99","2016",183,
"017131","JAN","9","TOTAL","99","2017",185,
"017131","JAN","9","TOTAL","99","2018",190,
"016155","JAN","9","TOTAL","99","2014",4039,
"016155","JAN","9","TOTAL","99","2015",4067,
"016155","JAN","9","TOTAL","99","2016",4055,
"016155","JAN","9","TOTAL","99","2017",4032,
"016155","JAN","9","TOTAL","99","2018",4048,
"016156","JAN","9","TOTAL","99","2014",4457,
"016156","JAN","9","TOTAL","99","2015",4507,
"016156","JAN","9","TOTAL","99","2016",4475,
"016156","JAN","9","TOTAL","99","2017",4528,
"016156","JAN","9","TOTAL","99","2018",4497,
"019066","JAN","9","TOTAL","99","2014",3865,
"019066","JAN","9","TOTAL","99","2015",3832,
"019066","JAN","9","TOTAL","99","2016",3800,
"019066","JAN","9","TOTAL","99","2017",3806,
"019066","JAN","9","TOTAL","99","2018",3786,
"017133","JAN","9","TOTAL","99","2014",20036,
"017133","JAN","9","TOTAL","99","2015",20088,
"017133","JAN","9","TOTAL","99","2016",20134,
"017133","JAN","9","TOTAL","99","2017",20062,
"017133","JAN","9","TOTAL","99","2018",20026,
"018107","JAN","9","TOTAL","99","2014",1987,
"018107","JAN","9","TOTAL","99","2015",1958,
"018107","JAN","9","TOTAL","99","2016",1935,
"018107","JAN","9","TOTAL","99","2017",1926,
"018107","JAN","9","TOTAL","99","2018",1924,
"017141","JAN","9","TOTAL","99","2014",1542,
"017141","JAN","9","TOTAL","99","2015",1520,
"017141","JAN","9","TOTAL","99","2016",1500,
"017141","JAN","9","TOTAL","99","2017",1503,
"017141","JAN","9","TOTAL","99","2018",1504,
"019071","JAN","9","TOTAL","99","2014",3590,
"019071","JAN","9","TOTAL","99","2015",3589,
"019071","JAN","9","TOTAL","99","2016",3570,
"019071","JAN","9","TOTAL","99","2017",3455,
"019071","JAN","9","TOTAL","99","2018",3438,
"017142","JAN","9","TOTAL","99","2014",4603,
"017142","JAN","9","TOTAL","99","2015",4622,
"017142","JAN","9","TOTAL","99","2016",4638,
"017142","JAN","9","TOTAL","99","2017",4673,
"017142","JAN","9","TOTAL","99","2018",4682,
"017206","JAN","9","TOTAL","99","2014",4690,
"017206","JAN","9","TOTAL","99","2015",4722,
"017206","JAN","9","TOTAL","99","2016",4640,
"017206","JAN","9","TOTAL","99","2017",4669,
"017206","JAN","9","TOTAL","99","2018",4671,
"020033","JAN","9","TOTAL","99","2014",7903,
"020033","JAN","9","TOTAL","99","2015",7844,
"020033","JAN","9","TOTAL","99","2016",7825,
"020033","JAN","9","TOTAL","99","2017",7830,
"020033","JAN","9","TOTAL","99","2018",7789,
"016133","JAN","9","TOTAL","99","2014",10334,
"016133","JAN","9","TOTAL","99","2015",10370,
"016133","JAN","9","TOTAL","99","2016",10448,
"016133","JAN","9","TOTAL","99","2017",10524,
"016133","JAN","9","TOTAL","99","2018",10560,
"098039","JAN","9","TOTAL","99","2014",1818,
"098039","JAN","9","TOTAL","99","2015",1796,
"098039","JAN","9","TOTAL","99","2016",1777,
"098039","JAN","9","TOTAL","99","2017",1746,
"098039","JAN","9","TOTAL","99","2018",1746,
"013147","JAN","9","TOTAL","99","2014",4195,
"013147","JAN","9","TOTAL","99","2015",4206,
"013147","JAN","9","TOTAL","99","2016",4147,
"013147","JAN","9","TOTAL","99","2017",4128,
"013147","JAN","9","TOTAL","99","2018",4101,
"014043","JAN","9","TOTAL","99","2014",1790,
"014043","JAN","9","TOTAL","99","2015",1800,
"014043","JAN","9","TOTAL","99","2016",1800,
"014043","JAN","9","TOTAL","99","2017",1832,
"014043","JAN","9","TOTAL","99","2018",1814,
"012102","JAN","9","TOTAL","99","2014",1488,
"012102","JAN","9","TOTAL","99","2015",1495,
"012102","JAN","9","TOTAL","99","2016",1485,
"012102","JAN","9","TOTAL","99","2017",1523,
"012102","JAN","9","TOTAL","99","2018",1534,
"015144","JAN","9","TOTAL","99","2014",4065,
"015144","JAN","9","TOTAL","99","2015",4101,
"015144","JAN","9","TOTAL","99","2016",4151,
"015144","JAN","9","TOTAL","99","2017",4159,
"015144","JAN","9","TOTAL","99","2018",4163,
"108031","JAN","9","TOTAL","99","2014",4301,
"108031","JAN","9","TOTAL","99","2015",4337,
"108031","JAN","9","TOTAL","99","2016",4408,
"108031","JAN","9","TOTAL","99","2017",4423,
"108031","JAN","9","TOTAL","99","2018",4493,
"018090","JAN","9","TOTAL","99","2014",1128,
"018090","JAN","9","TOTAL","99","2015",1125,
"018090","JAN","9","TOTAL","99","2016",1098,
"018090","JAN","9","TOTAL","99","2017",1099,
"018090","JAN","9","TOTAL","99","2018",1072,
"018091","JAN","9","TOTAL","99","2014",490,
"018091","JAN","9","TOTAL","99","2015",491,
"018091","JAN","9","TOTAL","99","2016",497,
"018091","JAN","9","TOTAL","99","2017",485,
"018091","JAN","9","TOTAL","99","2018",474,
"018092","JAN","9","TOTAL","99","2014",1456,
"018092","JAN","9","TOTAL","99","2015",1463,
"018092","JAN","9","TOTAL","99","2016",1440,
"018092","JAN","9","TOTAL","99","2017",1405,
"018092","JAN","9","TOTAL","99","2018",1369,
"013148","JAN","9","TOTAL","99","2014",1037,
"016134","JAN","9","TOTAL","99","2014",180,
"016134","JAN","9","TOTAL","99","2015",176,
"016134","JAN","9","TOTAL","99","2016",172,
"016134","JAN","9","TOTAL","99","2017",168,
"016134","JAN","9","TOTAL","99","2018",161,
"017108","JAN","9","TOTAL","99","2014",1795,
"017108","JAN","9","TOTAL","99","2015",1787,
"017108","JAN","9","TOTAL","99","2016",1784,
"017108","JAN","9","TOTAL","99","2017",1763,
"017108","JAN","9","TOTAL","99","2018",1764,
"018093","JAN","9","TOTAL","99","2014",3835,
"018093","JAN","9","TOTAL","99","2015",3801,
"018093","JAN","9","TOTAL","99","2016",3810,
"018093","JAN","9","TOTAL","99","2017",3756,
"018093","JAN","9","TOTAL","99","2018",3714,
"016135","JAN","9","TOTAL","99","2014",2981,
"016135","JAN","9","TOTAL","99","2015",2986,
"016135","JAN","9","TOTAL","99","2016",2964,
"016135","JAN","9","TOTAL","99","2017",2932,
"016135","JAN","9","TOTAL","99","2018",2957,
"108032","JAN","9","TOTAL","99","2014",5394,
"108032","JAN","9","TOTAL","99","2015",5454,
"108032","JAN","9","TOTAL","99","2016",5515,
"108032","JAN","9","TOTAL","99","2017",5530,
"108032","JAN","9","TOTAL","99","2018",5576,
"097049","JAN","9","TOTAL","99","2014",8779,
"097049","JAN","9","TOTAL","99","2015",8750,
"097049","JAN","9","TOTAL","99","2016",8681,
"097049","JAN","9","TOTAL","99","2017",8664,
"097049","JAN","9","TOTAL","99","2018",8700,
"097050","JAN","9","TOTAL","99","2014",495,
